,ARIMA_Forecast,SARIMA_Forecast,ES_Forecast,GARCH_Variance
2018-11-11 13:00:00,12253.545432520967,26790.783331369512,17490.960179023565,8542490.943965277
2018-11-11 14:00:00,12253.545432520967,27119.393522788116,17936.860030733937,8542490.943965277
2018-11-11 15:00:00,12253.545432520967,27300.50182161368,18256.933645936857,8542490.943965277
2018-11-11 16:00:00,12253.545432520967,27396.467389211983,18493.942213549497,8542490.943965277
2018-11-11 17:00:00,12253.545432520967,27343.958139920203,18614.74652899679,8542490.943965277
2018-11-11 18:00:00,12253.545432520967,27027.44450452106,18426.39308292408,8542490.943965277
2018-11-11 19:00:00,12253.545432520967,26574.99295111451,18083.246572613003,8542490.943965277
2018-11-11 20:00:00,12253.545432520967,26126.87123438387,17696.793215808822,8542490.943965277
2018-11-11 21:00:00,12253.545432520967,25781.676627776542,17263.00312722372,8542490.943965277
2018-11-11 22:00:00,12253.545432520967,24804.877810090573,16190.294347956631,8542490.943965277
2018-11-11 23:00:00,12253.545432520967,23634.546532895125,14950.782392503792,8542490.943965277
2018-11-12 00:00:00,12253.545432520967,22713.772025453723,14003.627927158584,8542490.943965277
2018-11-12 01:00:00,12253.545432520967,22037.332191654117,13281.81330555822,8542490.943965277
2018-11-12 02:00:00,12253.545432520967,21631.674563670847,12880.879803253563,8542490.943965277
2018-11-12 03:00:00,12253.545432520967,21389.9363194604,12599.510520213267,8542490.943965277
2018-11-12 04:00:00,12253.545432520967,21432.909335736917,12628.277817160428,8542490.943965277
2018-11-12 05:00:00,12253.545432520967,21818.814752370214,12934.542852680192,8542490.943965277
2018-11-12 06:00:00,12253.545432520967,22434.99941005386,13493.84983453326,8542490.943965277
2018-11-12 07:00:00,12253.545432520967,23040.821231321792,13855.761317602999,8542490.943965277
2018-11-12 08:00:00,12253.545432520967,23718.01006830219,14292.868311450566,8542490.943965277
2018-11-12 09:00:00,12253.545432520967,24383.47355043045,14831.153266286505,8542490.943965277
2018-11-12 10:00:00,12253.545432520967,25130.300336054574,15530.063050743427,8542490.943965277
2018-11-12 11:00:00,12253.545432520967,25745.852634641353,16161.056967262015,8542490.943965277
2018-11-12 12:00:00,12253.545432520967,26357.253616512935,16881.53083070714,8542490.943965277
2018-11-12 13:00:00,12253.545432520967,26876.068675772374,17492.545674040597,8542490.943965277
2018-11-12 14:00:00,12253.545432520967,27204.678867190978,17938.44552575097,8542490.943965277
2018-11-12 15:00:00,12253.545432520967,27385.787166016544,18258.51914095389,8542490.943965277
2018-11-12 16:00:00,12253.545432520967,27481.752733614845,18495.52770856653,8542490.943965277
2018-11-12 17:00:00,12253.545432520967,27429.243484323066,18616.332024013824,8542490.943965277
2018-11-12 18:00:00,12253.545432520967,27112.729848923922,18427.978577941114,8542490.943965277
2018-11-12 19:00:00,12253.545432520967,26660.27829551737,18084.832067630035,8542490.943965277
2018-11-12 20:00:00,12253.545432520967,26212.156578786733,17698.378710825855,8542490.943965277
2018-11-12 21:00:00,12253.545432520967,25866.961972179404,17264.588622240753,8542490.943965277
2018-11-12 22:00:00,12253.545432520967,24890.163154493435,16191.879842973663,8542490.943965277
2018-11-12 23:00:00,12253.545432520967,23719.831877297987,14952.367887520824,8542490.943965277
2018-11-13 00:00:00,12253.545432520967,22799.057369856586,14005.213422175617,8542490.943965277
2018-11-13 01:00:00,12253.545432520967,22122.61753605698,13283.398800575253,8542490.943965277
2018-11-13 02:00:00,12253.545432520967,21716.95990807371,12882.465298270596,8542490.943965277
2018-11-13 03:00:00,12253.545432520967,21475.221663863264,12601.0960152303,8542490.943965277
2018-11-13 04:00:00,12253.545432520967,21518.19468013978,12629.86331217746,8542490.943965277
2018-11-13 05:00:00,12253.545432520967,21904.100096773076,12936.128347697224,8542490.943965277
2018-11-13 06:00:00,12253.545432520967,22520.284754456723,13495.435329550291,8542490.943965277
2018-11-13 07:00:00,12253.545432520967,23126.106575724654,13857.346812620031,8542490.943965277
2018-11-13 08:00:00,12253.545432520967,23803.29541270505,14294.453806467598,8542490.943965277
2018-11-13 09:00:00,12253.545432520967,24468.758894833314,14832.738761303537,8542490.943965277
2018-11-13 10:00:00,12253.545432520967,25215.585680457436,15531.64854576046,8542490.943965277
2018-11-13 11:00:00,12253.545432520967,25831.137979044215,16162.642462279047,8542490.943965277
2018-11-13 12:00:00,12253.545432520967,26442.538960915797,16883.11632572417,8542490.943965277
2018-11-13 13:00:00,12253.545432520967,26961.354020175237,17494.13116905763,8542490.943965277
2018-11-13 14:00:00,12253.545432520967,27289.96421159384,17940.031020768,8542490.943965277
2018-11-13 15:00:00,12253.545432520967,27471.072510419406,18260.10463597092,8542490.943965277
2018-11-13 16:00:00,12253.545432520967,27567.038078017707,18497.11320358356,8542490.943965277
2018-11-13 17:00:00,12253.545432520967,27514.528828725928,18617.917519030856,8542490.943965277
2018-11-13 18:00:00,12253.545432520967,27198.015193326784,18429.564072958146,8542490.943965277
2018-11-13 19:00:00,12253.545432520967,26745.563639920234,18086.417562647068,8542490.943965277
2018-11-13 20:00:00,12253.545432520967,26297.441923189595,17699.964205842887,8542490.943965277
2018-11-13 21:00:00,12253.545432520967,25952.247316582267,17266.174117257786,8542490.943965277
2018-11-13 22:00:00,12253.545432520967,24975.448498896298,16193.465337990696,8542490.943965277
2018-11-13 23:00:00,12253.545432520967,23805.11722170085,14953.953382537857,8542490.943965277
2018-11-14 00:00:00,12253.545432520967,22884.34271425945,14006.79891719265,8542490.943965277
2018-11-14 01:00:00,12253.545432520967,22207.902880459842,13284.984295592285,8542490.943965277
2018-11-14 02:00:00,12253.545432520967,21802.245252476572,12884.050793287628,8542490.943965277
2018-11-14 03:00:00,12253.545432520967,21560.507008266126,12602.681510247332,8542490.943965277
2018-11-14 04:00:00,12253.545432520967,21603.48002454264,12631.448807194492,8542490.943965277
2018-11-14 05:00:00,12253.545432520967,21989.38544117594,12937.713842714256,8542490.943965277
2018-11-14 06:00:00,12253.545432520967,22605.570098859585,13497.020824567324,8542490.943965277
2018-11-14 07:00:00,12253.545432520967,23211.391920127517,13858.932307637064,8542490.943965277
2018-11-14 08:00:00,12253.545432520967,23888.580757107913,14296.03930148463,8542490.943965277
2018-11-14 09:00:00,12253.545432520967,24554.044239236177,14834.32425632057,8542490.943965277
2018-11-14 10:00:00,12253.545432520967,25300.8710248603,15533.234040777492,8542490.943965277
2018-11-14 11:00:00,12253.545432520967,25916.423323447078,16164.22795729608,8542490.943965277
2018-11-14 12:00:00,12253.545432520967,26527.82430531866,16884.701820741204,8542490.943965277
2018-11-14 13:00:00,12253.545432520967,27046.6393645781,17495.716664074662,8542490.943965277
2018-11-14 14:00:00,12253.545432520967,27375.249555996703,17941.616515785034,8542490.943965277
2018-11-14 15:00:00,12253.545432520967,27556.35785482227,18261.690130987954,8542490.943965277
2018-11-14 16:00:00,12253.545432520967,27652.32342242057,18498.698698600594,8542490.943965277
2018-11-14 17:00:00,12253.545432520967,27599.81417312879,18619.50301404789,8542490.943965277
2018-11-14 18:00:00,12253.545432520967,27283.300537729647,18431.14956797518,8542490.943965277
2018-11-14 19:00:00,12253.545432520967,26830.848984323096,18088.003057664104,8542490.943965277
2018-11-14 20:00:00,12253.545432520967,26382.727267592458,17701.54970085992,8542490.943965277
2018-11-14 21:00:00,12253.545432520967,26037.53266098513,17267.75961227482,8542490.943965277
2018-11-14 22:00:00,12253.545432520967,25060.73384329916,16195.05083300773,8542490.943965277
2018-11-14 23:00:00,12253.545432520967,23890.402566103712,14955.538877554889,8542490.943965277
2018-11-15 00:00:00,12253.545432520967,22969.62805866231,14008.384412209682,8542490.943965277
2018-11-15 01:00:00,12253.545432520967,22293.188224862704,13286.56979060932,8542490.943965277
2018-11-15 02:00:00,12253.545432520967,21887.530596879435,12885.63628830466,8542490.943965277
2018-11-15 03:00:00,12253.545432520967,21645.79235266899,12604.267005264364,8542490.943965277
2018-11-15 04:00:00,12253.545432520967,21688.765368945504,12633.034302211527,8542490.943965277
2018-11-15 05:00:00,12253.545432520967,22074.6707855788,12939.299337731289,8542490.943965277
2018-11-15 06:00:00,12253.545432520967,22690.855443262448,13498.606319584356,8542490.943965277
2018-11-15 07:00:00,12253.545432520967,23296.67726453038,13860.517802654098,8542490.943965277
2018-11-15 08:00:00,12253.545432520967,23973.866101510775,14297.624796501663,8542490.943965277
2018-11-15 09:00:00,12253.545432520967,24639.32958363904,14835.909751337602,8542490.943965277
2018-11-15 10:00:00,12253.545432520967,25386.15636926316,15534.819535794526,8542490.943965277
2018-11-15 11:00:00,12253.545432520967,26001.70866784994,16165.813452313112,8542490.943965277
2018-11-15 12:00:00,12253.545432520967,26613.109649721522,16886.287315758236,8542490.943965277
2018-11-15 13:00:00,12253.545432520967,27131.92470898096,17497.302159091698,8542490.943965277
2018-11-15 14:00:00,12253.545432520967,27460.534900399565,17943.202010802066,8542490.943965277
2018-11-15 15:00:00,12253.545432520967,27641.64319922513,18263.275626004986,8542490.943965277
2018-11-15 16:00:00,12253.545432520967,27737.608766823432,18500.28419361763,8542490.943965277
2018-11-15 17:00:00,12253.545432520967,27685.099517531653,18621.08850906492,8542490.943965277
2018-11-15 18:00:00,12253.545432520967,27368.58588213251,18432.73506299221,8542490.943965277
2018-11-15 19:00:00,12253.545432520967,26916.13432872596,18089.588552681136,8542490.943965277
2018-11-15 20:00:00,12253.545432520967,26468.01261199532,17703.135195876952,8542490.943965277
2018-11-15 21:00:00,12253.545432520967,26122.81800538799,17269.34510729185,8542490.943965277
2018-11-15 22:00:00,12253.545432520967,25146.019187702022,16196.636328024762,8542490.943965277
2018-11-15 23:00:00,12253.545432520967,23975.687910506575,14957.124372571921,8542490.943965277
2018-11-16 00:00:00,12253.545432520967,23054.913403065173,14009.969907226714,8542490.943965277
2018-11-16 01:00:00,12253.545432520967,22378.473569265567,13288.155285626352,8542490.943965277
2018-11-16 02:00:00,12253.545432520967,21972.815941282297,12887.221783321693,8542490.943965277
2018-11-16 03:00:00,12253.545432520967,21731.07769707185,12605.852500281397,8542490.943965277
2018-11-16 04:00:00,12253.545432520967,21774.050713348366,12634.619797228559,8542490.943965277
2018-11-16 05:00:00,12253.545432520967,22159.956129981663,12940.884832748321,8542490.943965277
2018-11-16 06:00:00,12253.545432520967,22776.14078766531,13500.191814601389,8542490.943965277
2018-11-16 07:00:00,12253.545432520967,23381.96260893324,13862.10329767113,8542490.943965277
2018-11-16 08:00:00,12253.545432520967,24059.151445913638,14299.210291518695,8542490.943965277
2018-11-16 09:00:00,12253.545432520967,24724.6149280419,14837.495246354634,8542490.943965277
2018-11-16 10:00:00,12253.545432520967,25471.441713666023,15536.405030811558,8542490.943965277
2018-11-16 11:00:00,12253.545432520967,26086.994012252802,16167.398947330144,8542490.943965277
2018-11-16 12:00:00,12253.545432520967,26698.394994124385,16887.87281077527,8542490.943965277
2018-11-16 13:00:00,12253.545432520967,27217.210053383824,17498.88765410873,8542490.943965277
2018-11-16 14:00:00,12253.545432520967,27545.820244802428,17944.7875058191,8542490.943965277
2018-11-16 15:00:00,12253.545432520967,27726.928543627993,18264.86112102202,8542490.943965277
2018-11-16 16:00:00,12253.545432520967,27822.894111226295,18501.869688634662,8542490.943965277
2018-11-16 17:00:00,12253.545432520967,27770.384861934515,18622.674004081953,8542490.943965277
2018-11-16 18:00:00,12253.545432520967,27453.87122653537,18434.320558009244,8542490.943965277
2018-11-16 19:00:00,12253.545432520967,27001.41967312882,18091.17404769817,8542490.943965277
2018-11-16 20:00:00,12253.545432520967,26553.297956398183,17704.720690893984,8542490.943965277
2018-11-16 21:00:00,12253.545432520967,26208.103349790854,17270.930602308883,8542490.943965277
2018-11-16 22:00:00,12253.545432520967,25231.304532104885,16198.221823041795,8542490.943965277
2018-11-16 23:00:00,12253.545432520967,24060.973254909437,14958.709867588954,8542490.943965277
2018-11-17 00:00:00,12253.545432520967,23140.198747468035,14011.555402243746,8542490.943965277
2018-11-17 01:00:00,12253.545432520967,22463.75891366843,13289.740780643384,8542490.943965277
2018-11-17 02:00:00,12253.545432520967,22058.10128568516,12888.807278338725,8542490.943965277
2018-11-17 03:00:00,12253.545432520967,21816.363041474713,12607.437995298429,8542490.943965277
2018-11-17 04:00:00,12253.545432520967,21859.33605775123,12636.205292245591,8542490.943965277
2018-11-17 05:00:00,12253.545432520967,22245.241474384526,12942.470327765353,8542490.943965277
2018-11-17 06:00:00,12253.545432520967,22861.426132068173,13501.777309618421,8542490.943965277
2018-11-17 07:00:00,12253.545432520967,23467.247953336104,13863.688792688163,8542490.943965277
2018-11-17 08:00:00,12253.545432520967,24144.4367903165,14300.795786535728,8542490.943965277
2018-11-17 09:00:00,12253.545432520967,24809.900272444764,14839.080741371667,8542490.943965277
2018-11-17 10:00:00,12253.545432520967,25556.727058068886,15537.99052582859,8542490.943965277
2018-11-17 11:00:00,12253.545432520967,26172.279356655665,16168.984442347177,8542490.943965277
2018-11-17 12:00:00,12253.545432520967,26783.680338527247,16889.4583057923,8542490.943965277
2018-11-17 13:00:00,12253.545432520967,27302.495397786686,17500.473149125763,8542490.943965277
2018-11-17 14:00:00,12253.545432520967,27631.10558920529,17946.37300083613,8542490.943965277
2018-11-17 15:00:00,12253.545432520967,27812.213888030856,18266.44661603905,8542490.943965277
2018-11-17 16:00:00,12253.545432520967,27908.179455629157,18503.455183651695,8542490.943965277
2018-11-17 17:00:00,12253.545432520967,27855.670206337378,18624.259499098986,8542490.943965277
2018-11-17 18:00:00,12253.545432520967,27539.156570938234,18435.906053026276,8542490.943965277
2018-11-17 19:00:00,12253.545432520967,27086.705017531684,18092.7595427152,8542490.943965277
2018-11-17 20:00:00,12253.545432520967,26638.583300801045,17706.306185911017,8542490.943965277
2018-11-17 21:00:00,12253.545432520967,26293.388694193716,17272.516097325915,8542490.943965277
2018-11-17 22:00:00,12253.545432520967,25316.589876507747,16199.807318058827,8542490.943965277
2018-11-17 23:00:00,12253.545432520967,24146.2585993123,14960.295362605986,8542490.943965277
2018-11-18 00:00:00,12253.545432520967,23225.484091870898,14013.140897260779,8542490.943965277
2018-11-18 01:00:00,12253.545432520967,22549.04425807129,13291.326275660416,8542490.943965277
2018-11-18 02:00:00,12253.545432520967,22143.38663008802,12890.392773355758,8542490.943965277
2018-11-18 03:00:00,12253.545432520967,21901.648385877575,12609.023490315461,8542490.943965277
2018-11-18 04:00:00,12253.545432520967,21944.62140215409,12637.790787262624,8542490.943965277
2018-11-18 05:00:00,12253.545432520967,22330.526818787388,12944.055822782386,8542490.943965277
2018-11-18 06:00:00,12253.545432520967,22946.711476471035,13503.362804635453,8542490.943965277
2018-11-18 07:00:00,12253.545432520967,23552.533297738966,13865.274287705195,8542490.943965277
2018-11-18 08:00:00,12253.545432520967,24229.722134719363,14302.38128155276,8542490.943965277
2018-11-18 09:00:00,12253.545432520967,24895.185616847626,14840.666236388699,8542490.943965277
2018-11-18 10:00:00,12253.545432520967,25642.012402471748,15539.576020845623,8542490.943965277
2018-11-18 11:00:00,12253.545432520967,26257.564701058527,16170.56993736421,8542490.943965277
2018-11-18 12:00:00,12253.545432520967,26868.96568293011,16891.043800809333,8542490.943965277
2018-11-18 13:00:00,12253.545432520967,27387.78074218955,17502.058644142795,8542490.943965277
2018-11-18 14:00:00,12253.545432520967,27716.390933608152,17947.958495853163,8542490.943965277
2018-11-18 15:00:00,12253.545432520967,27897.499232433718,18268.032111056084,8542490.943965277
2018-11-18 16:00:00,12253.545432520967,27993.46480003202,18505.040678668727,8542490.943965277
2018-11-18 17:00:00,12253.545432520967,27940.95555074024,18625.844994116018,8542490.943965277
2018-11-18 18:00:00,12253.545432520967,27624.441915341096,18437.49154804331,8542490.943965277
2018-11-18 19:00:00,12253.545432520967,27171.990361934546,18094.345037732233,8542490.943965277
2018-11-18 20:00:00,12253.545432520967,26723.868645203907,17707.89168092805,8542490.943965277
2018-11-18 21:00:00,12253.545432520967,26378.67403859658,17274.101592342948,8542490.943965277
2018-11-18 22:00:00,12253.545432520967,25401.87522091061,16201.39281307586,8542490.943965277
2018-11-18 23:00:00,12253.545432520967,24231.54394371516,14961.880857623019,8542490.943965277
2018-11-19 00:00:00,12253.545432520967,23310.76943627376,14014.726392277811,8542490.943965277
2018-11-19 01:00:00,12253.545432520967,22634.329602474154,13292.911770677449,8542490.943965277
2018-11-19 02:00:00,12253.545432520967,22228.671974490884,12891.97826837279,8542490.943965277
2018-11-19 03:00:00,12253.545432520967,21986.933730280438,12610.608985332494,8542490.943965277
2018-11-19 04:00:00,12253.545432520967,22029.906746556953,12639.376282279656,8542490.943965277
2018-11-19 05:00:00,12253.545432520967,22415.81216319025,12945.641317799418,8542490.943965277
2018-11-19 06:00:00,12253.545432520967,23031.996820873897,13504.948299652486,8542490.943965277
2018-11-19 07:00:00,12253.545432520967,23637.81864214183,13866.859782722227,8542490.943965277
2018-11-19 08:00:00,12253.545432520967,24315.007479122225,14303.966776569792,8542490.943965277
2018-11-19 09:00:00,12253.545432520967,24980.47096125049,14842.251731405731,8542490.943965277
2018-11-19 10:00:00,12253.545432520967,25727.29774687461,15541.161515862656,8542490.943965277
2018-11-19 11:00:00,12253.545432520967,26342.85004546139,16172.155432381242,8542490.943965277
2018-11-19 12:00:00,12253.545432520967,26954.25102733297,16892.629295826366,8542490.943965277
2018-11-19 13:00:00,12253.545432520967,27473.06608659241,17503.644139159827,8542490.943965277
2018-11-19 14:00:00,12253.545432520967,27801.676278011015,17949.543990870196,8542490.943965277
2018-11-19 15:00:00,12253.545432520967,27982.78457683658,18269.617606073116,8542490.943965277
2018-11-19 16:00:00,12253.545432520967,28078.75014443488,18506.62617368576,8542490.943965277
2018-11-19 17:00:00,12253.545432520967,28026.240895143103,18627.43048913305,8542490.943965277
2018-11-19 18:00:00,12253.545432520967,27709.72725974396,18439.07704306034,8542490.943965277
2018-11-19 19:00:00,12253.545432520967,27257.27570633741,18095.930532749266,8542490.943965277
2018-11-19 20:00:00,12253.545432520967,26809.15398960677,17709.47717594508,8542490.943965277
2018-11-19 21:00:00,12253.545432520967,26463.95938299944,17275.68708735998,8542490.943965277
2018-11-19 22:00:00,12253.545432520967,25487.160565313472,16202.978308092892,8542490.943965277
2018-11-19 23:00:00,12253.545432520967,24316.829288118024,14963.466352640055,8542490.943965277
2018-11-20 00:00:00,12253.545432520967,23396.054780676623,14016.311887294843,8542490.943965277
2018-11-20 01:00:00,12253.545432520967,22719.614946877016,13294.497265694481,8542490.943965277
2018-11-20 02:00:00,12253.545432520967,22313.957318893747,12893.563763389822,8542490.943965277
2018-11-20 03:00:00,12253.545432520967,22072.2190746833,12612.194480349526,8542490.943965277
2018-11-20 04:00:00,12253.545432520967,22115.192090959816,12640.961777296689,8542490.943965277
2018-11-20 05:00:00,12253.545432520967,22501.097507593113,12947.226812816454,8542490.943965277
2018-11-20 06:00:00,12253.545432520967,23117.28216527676,13506.533794669518,8542490.943965277
2018-11-20 07:00:00,12253.545432520967,23723.10398654469,13868.44527773926,8542490.943965277
2018-11-20 08:00:00,12253.545432520967,24400.292823525087,14305.552271586826,8542490.943965277
2018-11-20 09:00:00,12253.545432520967,25065.75630565335,14843.837226422764,8542490.943965277
2018-11-20 10:00:00,12253.545432520967,25812.583091277473,15542.747010879688,8542490.943965277
2018-11-20 11:00:00,12253.545432520967,26428.135389864252,16173.740927398276,8542490.943965277
2018-11-20 12:00:00,12253.545432520967,27039.536371735834,16894.214790843398,8542490.943965277
2018-11-20 13:00:00,12253.545432520967,27558.351430995273,17505.22963417686,8542490.943965277
2018-11-20 14:00:00,12253.545432520967,27886.961622413877,17951.12948588723,8542490.943965277
2018-11-20 15:00:00,12253.545432520967,28068.069921239443,18271.20310109015,8542490.943965277
2018-11-20 16:00:00,12253.545432520967,28164.035488837744,18508.211668702792,8542490.943965277
2018-11-20 17:00:00,12253.545432520967,28111.526239545965,18629.015984150083,8542490.943965277
2018-11-20 18:00:00,12253.545432520967,27795.01260414682,18440.662538077373,8542490.943965277
2018-11-20 19:00:00,12253.545432520967,27342.56105074027,18097.516027766298,8542490.943965277
2018-11-20 20:00:00,12253.545432520967,26894.439334009632,17711.062670962114,8542490.943965277
2018-11-20 21:00:00,12253.545432520967,26549.244727402303,17277.272582377012,8542490.943965277
2018-11-20 22:00:00,12253.545432520967,25572.445909716334,16204.563803109924,8542490.943965277
2018-11-20 23:00:00,12253.545432520967,24402.114632520887,14965.051847657087,8542490.943965277
2018-11-21 00:00:00,12253.545432520967,23481.340125079485,14017.897382311876,8542490.943965277
2018-11-21 01:00:00,12253.545432520967,22804.90029127988,13296.082760711513,8542490.943965277
2018-11-21 02:00:00,12253.545432520967,22399.24266329661,12895.149258406855,8542490.943965277
2018-11-21 03:00:00,12253.545432520967,22157.504419086163,12613.779975366559,8542490.943965277
2018-11-21 04:00:00,12253.545432520967,22200.477435362678,12642.54727231372,8542490.943965277
2018-11-21 05:00:00,12253.545432520967,22586.382851995975,12948.812307833487,8542490.943965277
2018-11-21 06:00:00,12253.545432520967,23202.567509679622,13508.11928968655,8542490.943965277
2018-11-21 07:00:00,12253.545432520967,23808.389330947553,13870.030772756292,8542490.943965277
2018-11-21 08:00:00,12253.545432520967,24485.57816792795,14307.137766603859,8542490.943965277
2018-11-21 09:00:00,12253.545432520967,25151.041650056213,14845.422721439796,8542490.943965277
2018-11-21 10:00:00,12253.545432520967,25897.868435680335,15544.33250589672,8542490.943965277
2018-11-21 11:00:00,12253.545432520967,26513.420734267114,16175.326422415308,8542490.943965277
2018-11-21 12:00:00,12253.545432520967,27124.821716138697,16895.80028586043,8542490.943965277
2018-11-21 13:00:00,12253.545432520967,27643.636775398136,17506.815129193892,8542490.943965277
2018-11-21 14:00:00,12253.545432520967,27972.24696681674,17952.714980904264,8542490.943965277
2018-11-21 15:00:00,12253.545432520967,28153.355265642305,18272.78859610718,8542490.943965277
2018-11-21 16:00:00,12253.545432520967,28249.320833240607,18509.797163719824,8542490.943965277
2018-11-21 17:00:00,12253.545432520967,28196.811583948827,18630.601479167115,8542490.943965277
2018-11-21 18:00:00,12253.545432520967,27880.297948549683,18442.248033094405,8542490.943965277
2018-11-21 19:00:00,12253.545432520967,27427.846395143133,18099.10152278333,8542490.943965277
2018-11-21 20:00:00,12253.545432520967,26979.724678412495,17712.648165979146,8542490.943965277
2018-11-21 21:00:00,12253.545432520967,26634.530071805166,17278.858077394045,8542490.943965277
2018-11-21 22:00:00,12253.545432520967,25657.731254119197,16206.149298126957,8542490.943965277
2018-11-21 23:00:00,12253.545432520967,24487.39997692375,14966.63734267412,8542490.943965277
2018-11-22 00:00:00,12253.545432520967,23566.625469482347,14019.482877328908,8542490.943965277
2018-11-22 01:00:00,12253.545432520967,22890.18563568274,13297.668255728546,8542490.943965277
2018-11-22 02:00:00,12253.545432520967,22484.52800769947,12896.734753423887,8542490.943965277
2018-11-22 03:00:00,12253.545432520967,22242.789763489025,12615.365470383591,8542490.943965277
2018-11-22 04:00:00,12253.545432520967,22285.76277976554,12644.132767330753,8542490.943965277
2018-11-22 05:00:00,12253.545432520967,22671.668196398838,12950.397802850519,8542490.943965277
2018-11-22 06:00:00,12253.545432520967,23287.852854082485,13509.704784703583,8542490.943965277
2018-11-22 07:00:00,12253.545432520967,23893.674675350416,13871.616267773325,8542490.943965277
2018-11-22 08:00:00,12253.545432520967,24570.863512330812,14308.723261620891,8542490.943965277
2018-11-22 09:00:00,12253.545432520967,25236.326994459076,14847.008216456828,8542490.943965277
2018-11-22 10:00:00,12253.545432520967,25983.153780083197,15545.918000913753,8542490.943965277
2018-11-22 11:00:00,12253.545432520967,26598.706078669977,16176.91191743234,8542490.943965277
2018-11-22 12:00:00,12253.545432520967,27210.10706054156,16897.385780877463,8542490.943965277
2018-11-22 13:00:00,12253.545432520967,27728.922119801,17508.400624210924,8542490.943965277
2018-11-22 14:00:00,12253.545432520967,28057.532311219602,17954.300475921296,8542490.943965277
2018-11-22 15:00:00,12253.545432520967,28238.640610045168,18274.374091124213,8542490.943965277
2018-11-22 16:00:00,12253.545432520967,28334.60617764347,18511.382658736857,8542490.943965277
2018-11-22 17:00:00,12253.545432520967,28282.09692835169,18632.186974184147,8542490.943965277
2018-11-22 18:00:00,12253.545432520967,27965.583292952546,18443.833528111438,8542490.943965277
2018-11-22 19:00:00,12253.545432520967,27513.131739545996,18100.687017800363,8542490.943965277
2018-11-22 20:00:00,12253.545432520967,27065.010022815357,17714.23366099618,8542490.943965277
2018-11-22 21:00:00,12253.545432520967,26719.81541620803,17280.443572411077,8542490.943965277
2018-11-22 22:00:00,12253.545432520967,25743.01659852206,16207.734793143989,8542490.943965277
2018-11-22 23:00:00,12253.545432520967,24572.68532132661,14968.222837691152,8542490.943965277
2018-11-23 00:00:00,12253.545432520967,23651.91081388521,14021.06837234594,8542490.943965277
2018-11-23 01:00:00,12253.545432520967,22975.470980085604,13299.253750745578,8542490.943965277
2018-11-23 02:00:00,12253.545432520967,22569.813352102334,12898.32024844092,8542490.943965277
2018-11-23 03:00:00,12253.545432520967,22328.075107891887,12616.950965400623,8542490.943965277
2018-11-23 04:00:00,12253.545432520967,22371.048124168403,12645.718262347786,8542490.943965277
2018-11-23 05:00:00,12253.545432520967,22756.9535408017,12951.983297867551,8542490.943965277
2018-11-23 06:00:00,12253.545432520967,23373.138198485347,13511.290279720615,8542490.943965277
2018-11-23 07:00:00,12253.545432520967,23978.960019753278,13873.201762790357,8542490.943965277
2018-11-23 08:00:00,12253.545432520967,24656.148856733675,14310.308756637924,8542490.943965277
2018-11-23 09:00:00,12253.545432520967,25321.612338861938,14848.59371147386,8542490.943965277
2018-11-23 10:00:00,12253.545432520967,26068.43912448606,15547.503495930785,8542490.943965277
2018-11-23 11:00:00,12253.545432520967,26683.99142307284,16178.497412449373,8542490.943965277
2018-11-23 12:00:00,12253.545432520967,27295.39240494442,16898.971275894495,8542490.943965277
2018-11-23 13:00:00,12253.545432520967,27814.20746420386,17509.986119227957,8542490.943965277
2018-11-23 14:00:00,12253.545432520967,28142.817655622464,17955.88597093833,8542490.943965277
2018-11-23 15:00:00,12253.545432520967,28323.92595444803,18275.959586141245,8542490.943965277
2018-11-23 16:00:00,12253.545432520967,28419.89152204633,18512.96815375389,8542490.943965277
2018-11-23 17:00:00,12253.545432520967,28367.382272754552,18633.77246920118,8542490.943965277
2018-11-23 18:00:00,12253.545432520967,28050.86863735541,18445.41902312847,8542490.943965277
2018-11-23 19:00:00,12253.545432520967,27598.417083948858,18102.272512817395,8542490.943965277
2018-11-23 20:00:00,12253.545432520967,27150.29536721822,17715.81915601321,8542490.943965277
2018-11-23 21:00:00,12253.545432520967,26805.10076061089,17282.02906742811,8542490.943965277
2018-11-23 22:00:00,12253.545432520967,25828.30194292492,16209.320288161021,8542490.943965277
2018-11-23 23:00:00,12253.545432520967,24657.970665729474,14969.808332708184,8542490.943965277
2018-11-24 00:00:00,12253.545432520967,23737.196158288072,14022.653867362973,8542490.943965277
2018-11-24 01:00:00,12253.545432520967,23060.756324488466,13300.83924576261,8542490.943965277
2018-11-24 02:00:00,12253.545432520967,22655.098696505196,12899.905743457952,8542490.943965277
2018-11-24 03:00:00,12253.545432520967,22413.36045229475,12618.536460417656,8542490.943965277
2018-11-24 04:00:00,12253.545432520967,22456.333468571265,12647.303757364818,8542490.943965277
2018-11-24 05:00:00,12253.545432520967,22842.238885204562,12953.568792884584,8542490.943965277
2018-11-24 06:00:00,12253.545432520967,23458.42354288821,13512.875774737648,8542490.943965277
2018-11-24 07:00:00,12253.545432520967,24064.24536415614,13874.78725780739,8542490.943965277
2018-11-24 08:00:00,12253.545432520967,24741.434201136537,14311.894251654956,8542490.943965277
2018-11-24 09:00:00,12253.545432520967,25406.8976832648,14850.179206490893,8542490.943965277
2018-11-24 10:00:00,12253.545432520967,26153.724468888922,15549.088990947817,8542490.943965277
